order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,month,month_name,day_name,hour,week,is_weekend,price_tier
25,10,2023-01-01,13:00:15,105,Mac & Cheese,American,7.0,1,Jan,Sunday,13,52,True,Budget (<$10)
26,11,2023-01-01,13:02:59,101,Hamburger,American,12.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
27,11,2023-01-01,13:02:59,102,Cheeseburger,American,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
28,11,2023-01-01,13:02:59,102,Cheeseburger,American,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
29,11,2023-01-01,13:02:59,113,Edamame,Asian,5.0,1,Jan,Sunday,13,52,True,Budget (<$10)
30,12,2023-01-01,13:04:41,102,Cheeseburger,American,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
31,12,2023-01-01,13:04:41,102,Cheeseburger,American,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
32,12,2023-01-01,13:04:41,104,Veggie Burger,American,10.5,1,Jan,Sunday,13,52,True,Mid ($10–15)
33,12,2023-01-01,13:04:41,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
34,13,2023-01-01,13:11:55,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,13,52,True,Premium ($15–20)
35,14,2023-01-01,13:14:19,114,Potstickers,Asian,9.0,1,Jan,Sunday,13,52,True,Budget (<$10)
36,15,2023-01-01,13:33:00,107,Orange Chicken,Asian,16.5,1,Jan,Sunday,13,52,True,Premium ($15–20)
37,15,2023-01-01,13:33:00,124,Spaghetti,Italian,14.5,1,Jan,Sunday,13,52,True,Mid ($10–15)
38,15,2023-01-01,13:33:00,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Sunday,13,52,True,Mid ($10–15)
39,15,2023-01-01,13:33:00,114,Potstickers,Asian,9.0,1,Jan,Sunday,13,52,True,Budget (<$10)
40,16,2023-01-01,13:34:07,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,13,52,True,Premium ($15–20)
41,16,2023-01-01,13:34:07,111,California Roll,Asian,11.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
42,16,2023-01-01,13:34:07,106,French Fries,American,7.0,1,Jan,Sunday,13,52,True,Budget (<$10)
43,17,2023-01-01,13:53:00,101,Hamburger,American,12.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
44,17,2023-01-01,13:53:00,116,Steak Tacos,Mexican,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
45,17,2023-01-01,13:53:00,124,Spaghetti,Italian,14.5,1,Jan,Sunday,13,52,True,Mid ($10–15)
46,17,2023-01-01,13:53:00,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,13,52,True,Premium ($15–20)
47,17,2023-01-01,13:53:00,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
48,17,2023-01-01,13:53:00,127,Meat Lasagna,Italian,17.95,1,Jan,Sunday,13,52,True,Premium ($15–20)
49,17,2023-01-01,13:53:00,128,Cheese Lasagna,Italian,15.5,1,Jan,Sunday,13,52,True,Premium ($15–20)
50,17,2023-01-01,13:53:00,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,13,52,True,Premium ($15–20)
51,17,2023-01-01,13:53:00,118,Steak Burrito,Mexican,14.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
52,17,2023-01-01,13:53:00,131,Chicken Parmesan,Italian,17.95,1,Jan,Sunday,13,52,True,Premium ($15–20)
53,18,2023-01-01,13:57:08,111,California Roll,Asian,11.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
54,19,2023-01-01,13:59:09,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,13,52,True,Premium ($15–20)
55,19,2023-01-01,13:59:09,120,Steak Torta,Mexican,13.95,1,Jan,Sunday,13,52,True,Mid ($10–15)
56,20,2023-01-01,14:03:08,107,Orange Chicken,Asian,16.5,1,Jan,Sunday,14,52,True,Premium ($15–20)
57,20,2023-01-01,14:03:08,124,Spaghetti,Italian,14.5,1,Jan,Sunday,14,52,True,Mid ($10–15)
58,21,2023-01-01,14:14:29,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,14,52,True,Premium ($15–20)
59,22,2023-01-01,14:16:26,124,Spaghetti,Italian,14.5,1,Jan,Sunday,14,52,True,Mid ($10–15)
60,22,2023-01-01,14:16:26,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,14,52,True,Premium ($15–20)
61,22,2023-01-01,14:16:26,105,Mac & Cheese,American,7.0,1,Jan,Sunday,14,52,True,Budget (<$10)
62,23,2023-01-01,14:19:03,105,Mac & Cheese,American,7.0,1,Jan,Sunday,14,52,True,Budget (<$10)
63,24,2023-01-01,14:23:01,101,Hamburger,American,12.95,1,Jan,Sunday,14,52,True,Mid ($10–15)
64,24,2023-01-01,14:23:01,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,14,52,True,Premium ($15–20)
65,24,2023-01-01,14:23:01,113,Edamame,Asian,5.0,1,Jan,Sunday,14,52,True,Budget (<$10)
66,24,2023-01-01,14:23:01,119,Chicken Torta,Mexican,11.95,1,Jan,Sunday,14,52,True,Mid ($10–15)
67,25,2023-01-01,14:44:44,120,Steak Torta,Mexican,13.95,1,Jan,Sunday,14,52,True,Mid ($10–15)
68,25,2023-01-01,14:44:44,106,French Fries,American,7.0,1,Jan,Sunday,14,52,True,Budget (<$10)
69,26,2023-01-01,14:54:26,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,14,52,True,Mid ($10–15)
70,26,2023-01-01,14:54:26,132,Eggplant Parmesan,Italian,16.95,1,Jan,Sunday,14,52,True,Premium ($15–20)
71,27,2023-01-01,15:11:17,101,Hamburger,American,12.95,1,Jan,Sunday,15,52,True,Mid ($10–15)
72,27,2023-01-01,15:11:17,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,15,52,True,Mid ($10–15)
73,27,2023-01-01,15:11:17,131,Chicken Parmesan,Italian,17.95,1,Jan,Sunday,15,52,True,Premium ($15–20)
74,28,2023-01-01,15:35:46,103,Hot Dog,American,9.0,1,Jan,Sunday,15,52,True,Budget (<$10)
75,29,2023-01-01,15:41:01,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,15,52,True,Mid ($10–15)
76,30,2023-01-01,15:41:25,106,French Fries,American,7.0,1,Jan,Sunday,15,52,True,Budget (<$10)
77,31,2023-01-01,15:50:18,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,15,52,True,Premium ($15–20)
78,31,2023-01-01,15:50:18,113,Edamame,Asian,5.0,1,Jan,Sunday,15,52,True,Budget (<$10)
79,32,2023-01-01,15:53:18,107,Orange Chicken,Asian,16.5,1,Jan,Sunday,15,52,True,Premium ($15–20)
80,32,2023-01-01,15:53:18,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,15,52,True,Mid ($10–15)
81,32,2023-01-01,15:53:18,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,15,52,True,Premium ($15–20)
82,32,2023-01-01,15:53:18,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,15,52,True,Mid ($10–15)
83,33,2023-01-01,15:54:08,101,Hamburger,American,12.95,1,Jan,Sunday,15,52,True,Mid ($10–15)
84,33,2023-01-01,15:54:08,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,15,52,True,Mid ($10–15)
85,34,2023-01-01,16:21:21,114,Potstickers,Asian,9.0,1,Jan,Sunday,16,52,True,Budget (<$10)
86,35,2023-01-01,16:32:04,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,16,52,True,Mid ($10–15)
87,35,2023-01-01,16:32:04,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,16,52,True,Mid ($10–15)
88,35,2023-01-01,16:32:04,113,Edamame,Asian,5.0,1,Jan,Sunday,16,52,True,Budget (<$10)
89,35,2023-01-01,16:32:04,106,French Fries,American,7.0,1,Jan,Sunday,16,52,True,Budget (<$10)
90,36,2023-01-01,16:54:09,101,Hamburger,American,12.95,1,Jan,Sunday,16,52,True,Mid ($10–15)
91,36,2023-01-01,16:54:09,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,16,52,True,Mid ($10–15)
92,37,2023-01-01,16:56:09,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,16,52,True,Mid ($10–15)
93,37,2023-01-01,16:56:09,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,16,52,True,Premium ($15–20)
94,38,2023-01-01,17:03:00,109,Korean Beef Bowl,Asian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
95,38,2023-01-01,17:03:00,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
96,39,2023-01-01,17:07:23,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,17,52,True,Mid ($10–15)
97,40,2023-01-01,17:14:36,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
98,40,2023-01-01,17:14:36,105,Mac & Cheese,American,7.0,1,Jan,Sunday,17,52,True,Budget (<$10)
99,41,2023-01-01,17:15:20,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
100,41,2023-01-01,17:15:20,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,17,52,True,Mid ($10–15)
101,42,2023-01-01,17:28:09,107,Orange Chicken,Asian,16.5,1,Jan,Sunday,17,52,True,Premium ($15–20)
102,42,2023-01-01,17:28:09,124,Spaghetti,Italian,14.5,1,Jan,Sunday,17,52,True,Mid ($10–15)
103,42,2023-01-01,17:28:09,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,17,52,True,Premium ($15–20)
104,42,2023-01-01,17:28:09,118,Steak Burrito,Mexican,14.95,1,Jan,Sunday,17,52,True,Mid ($10–15)
105,43,2023-01-01,17:38:34,103,Hot Dog,American,9.0,1,Jan,Sunday,17,52,True,Budget (<$10)
106,43,2023-01-01,17:38:34,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,17,52,True,Mid ($10–15)
107,43,2023-01-01,17:38:34,118,Steak Burrito,Mexican,14.95,1,Jan,Sunday,17,52,True,Mid ($10–15)
108,44,2023-01-01,17:54:20,130,Shrimp Scampi,Italian,19.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
109,45,2023-01-01,17:55:48,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
110,45,2023-01-01,17:55:48,109,Korean Beef Bowl,Asian,17.95,1,Jan,Sunday,17,52,True,Premium ($15–20)
111,45,2023-01-01,17:55:48,106,French Fries,American,7.0,1,Jan,Sunday,17,52,True,Budget (<$10)
112,46,2023-01-01,18:25:51,104,Veggie Burger,American,10.5,1,Jan,Sunday,18,52,True,Mid ($10–15)
113,46,2023-01-01,18:25:51,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,18,52,True,Mid ($10–15)
114,46,2023-01-01,18:25:51,106,French Fries,American,7.0,1,Jan,Sunday,18,52,True,Budget (<$10)
115,47,2023-01-01,18:26:34,105,Mac & Cheese,American,7.0,1,Jan,Sunday,18,52,True,Budget (<$10)
116,47,2023-01-01,18:26:34,132,Eggplant Parmesan,Italian,16.95,1,Jan,Sunday,18,52,True,Premium ($15–20)
117,48,2023-01-01,18:26:42,104,Veggie Burger,American,10.5,1,Jan,Sunday,18,52,True,Mid ($10–15)
118,48,2023-01-01,18:26:42,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Sunday,18,52,True,Mid ($10–15)
119,48,2023-01-01,18:26:42,119,Chicken Torta,Mexican,11.95,1,Jan,Sunday,18,52,True,Mid ($10–15)
120,48,2023-01-01,18:26:42,122,Chips & Salsa,Mexican,7.0,1,Jan,Sunday,18,52,True,Budget (<$10)
121,49,2023-01-01,18:33:00,120,Steak Torta,Mexican,13.95,1,Jan,Sunday,18,52,True,Mid ($10–15)
123,51,2023-01-01,18:48:28,101,Hamburger,American,12.95,1,Jan,Sunday,18,52,True,Mid ($10–15)
124,51,2023-01-01,18:48:28,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,18,52,True,Mid ($10–15)
125,52,2023-01-01,18:53:02,109,Korean Beef Bowl,Asian,17.95,1,Jan,Sunday,18,52,True,Premium ($15–20)
126,52,2023-01-01,18:53:02,129,Mushroom Ravioli,Italian,15.5,1,Jan,Sunday,18,52,True,Premium ($15–20)
127,52,2023-01-01,18:53:02,122,Chips & Salsa,Mexican,7.0,1,Jan,Sunday,18,52,True,Budget (<$10)
128,53,2023-01-01,18:54:17,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,18,52,True,Mid ($10–15)
129,53,2023-01-01,18:54:17,123,Chips & Guacamole,Mexican,9.0,1,Jan,Sunday,18,52,True,Budget (<$10)
130,54,2023-01-01,19:01:45,119,Chicken Torta,Mexican,11.95,1,Jan,Sunday,19,52,True,Mid ($10–15)
131,54,2023-01-01,19:01:45,106,French Fries,American,7.0,1,Jan,Sunday,19,52,True,Budget (<$10)
132,55,2023-01-01,19:03:19,118,Steak Burrito,Mexican,14.95,1,Jan,Sunday,19,52,True,Mid ($10–15)
133,55,2023-01-01,19:03:19,122,Chips & Salsa,Mexican,7.0,1,Jan,Sunday,19,52,True,Budget (<$10)
134,56,2023-01-01,19:07:00,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,19,52,True,Mid ($10–15)
135,56,2023-01-01,19:07:00,128,Cheese Lasagna,Italian,15.5,1,Jan,Sunday,19,52,True,Premium ($15–20)
136,56,2023-01-01,19:07:00,105,Mac & Cheese,American,7.0,1,Jan,Sunday,19,52,True,Budget (<$10)
137,57,2023-01-01,19:10:51,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,19,52,True,Mid ($10–15)
138,58,2023-01-01,19:30:40,124,Spaghetti,Italian,14.5,1,Jan,Sunday,19,52,True,Mid ($10–15)
139,58,2023-01-01,19:30:40,113,Edamame,Asian,5.0,1,Jan,Sunday,19,52,True,Budget (<$10)
140,59,2023-01-01,19:40:08,127,Meat Lasagna,Italian,17.95,1,Jan,Sunday,19,52,True,Premium ($15–20)
141,59,2023-01-01,19:40:08,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,19,52,True,Mid ($10–15)
142,59,2023-01-01,19:40:08,113,Edamame,Asian,5.0,1,Jan,Sunday,19,52,True,Budget (<$10)
143,60,2023-01-01,20:05:16,104,Veggie Burger,American,10.5,1,Jan,Sunday,20,52,True,Mid ($10–15)
144,60,2023-01-01,20:05:16,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Sunday,20,52,True,Premium ($15–20)
145,61,2023-01-01,20:08:43,101,Hamburger,American,12.95,1,Jan,Sunday,20,52,True,Mid ($10–15)
146,61,2023-01-01,20:08:43,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,20,52,True,Mid ($10–15)
147,62,2023-01-01,20:50:16,101,Hamburger,American,12.95,1,Jan,Sunday,20,52,True,Mid ($10–15)
148,62,2023-01-01,20:50:16,123,Chips & Guacamole,Mexican,9.0,1,Jan,Sunday,20,52,True,Budget (<$10)
149,63,2023-01-01,20:51:42,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,20,52,True,Mid ($10–15)
150,64,2023-01-01,20:52:08,107,Orange Chicken,Asian,16.5,1,Jan,Sunday,20,52,True,Premium ($15–20)
151,65,2023-01-01,21:16:00,112,Salmon Roll,Asian,14.95,1,Jan,Sunday,21,52,True,Mid ($10–15)
152,65,2023-01-01,21:16:00,120,Steak Torta,Mexican,13.95,1,Jan,Sunday,21,52,True,Mid ($10–15)
153,65,2023-01-01,21:16:00,122,Chips & Salsa,Mexican,7.0,1,Jan,Sunday,21,52,True,Budget (<$10)
154,65,2023-01-01,21:16:00,123,Chips & Guacamole,Mexican,9.0,1,Jan,Sunday,21,52,True,Budget (<$10)
155,66,2023-01-01,21:47:55,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,21,52,True,Mid ($10–15)
156,66,2023-01-01,21:47:55,110,Pork Ramen,Asian,17.95,1,Jan,Sunday,21,52,True,Premium ($15–20)
157,67,2023-01-01,22:03:40,105,Mac & Cheese,American,7.0,1,Jan,Sunday,22,52,True,Budget (<$10)
158,68,2023-01-01,22:07:32,108,Tofu Pad Thai,Asian,14.5,1,Jan,Sunday,22,52,True,Mid ($10–15)
159,68,2023-01-01,22:07:32,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,22,52,True,Mid ($10–15)
160,68,2023-01-01,22:07:32,117,Chicken Burrito,Mexican,12.95,1,Jan,Sunday,22,52,True,Mid ($10–15)
161,69,2023-01-01,22:12:13,101,Hamburger,American,12.95,1,Jan,Sunday,22,52,True,Mid ($10–15)
162,70,2023-01-02,11:38:51,127,Meat Lasagna,Italian,17.95,1,Jan,Monday,11,1,False,Premium ($15–20)
163,70,2023-01-02,11:38:51,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Monday,11,1,False,Mid ($10–15)
164,71,2023-01-02,11:40:50,106,French Fries,American,7.0,1,Jan,Monday,11,1,False,Budget (<$10)
165,72,2023-01-02,11:57:25,131,Chicken Parmesan,Italian,17.95,1,Jan,Monday,11,1,False,Premium ($15–20)
166,73,2023-01-02,11:58:56,106,French Fries,American,7.0,1,Jan,Monday,11,1,False,Budget (<$10)
167,74,2023-01-02,12:01:12,124,Spaghetti,Italian,14.5,1,Jan,Monday,12,1,False,Mid ($10–15)
168,74,2023-01-02,12:01:12,129,Mushroom Ravioli,Italian,15.5,1,Jan,Monday,12,1,False,Premium ($15–20)
169,74,2023-01-02,12:01:12,130,Shrimp Scampi,Italian,19.95,1,Jan,Monday,12,1,False,Premium ($15–20)
170,74,2023-01-02,12:01:12,123,Chips & Guacamole,Mexican,9.0,1,Jan,Monday,12,1,False,Budget (<$10)
171,75,2023-01-02,12:10:15,117,Chicken Burrito,Mexican,12.95,1,Jan,Monday,12,1,False,Mid ($10–15)
172,75,2023-01-02,12:10:15,128,Cheese Lasagna,Italian,15.5,1,Jan,Monday,12,1,False,Premium ($15–20)
173,75,2023-01-02,12:10:15,111,California Roll,Asian,11.95,1,Jan,Monday,12,1,False,Mid ($10–15)
174,76,2023-01-02,12:21:17,107,Orange Chicken,Asian,16.5,1,Jan,Monday,12,1,False,Premium ($15–20)
175,76,2023-01-02,12:21:17,109,Korean Beef Bowl,Asian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
176,76,2023-01-02,12:21:17,127,Meat Lasagna,Italian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
177,76,2023-01-02,12:21:17,122,Chips & Salsa,Mexican,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
178,77,2023-01-02,12:22:46,101,Hamburger,American,12.95,1,Jan,Monday,12,1,False,Mid ($10–15)
179,77,2023-01-02,12:22:46,109,Korean Beef Bowl,Asian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
180,78,2023-01-02,12:28:14,107,Orange Chicken,Asian,16.5,1,Jan,Monday,12,1,False,Premium ($15–20)
181,78,2023-01-02,12:28:14,108,Tofu Pad Thai,Asian,14.5,1,Jan,Monday,12,1,False,Mid ($10–15)
182,78,2023-01-02,12:28:14,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
183,78,2023-01-02,12:28:14,110,Pork Ramen,Asian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
184,78,2023-01-02,12:28:14,122,Chips & Salsa,Mexican,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
185,78,2023-01-02,12:28:14,106,French Fries,American,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
186,79,2023-01-02,12:29:11,110,Pork Ramen,Asian,17.95,1,Jan,Monday,12,1,False,Premium ($15–20)
187,79,2023-01-02,12:29:11,112,Salmon Roll,Asian,14.95,1,Jan,Monday,12,1,False,Mid ($10–15)
188,79,2023-01-02,12:29:11,106,French Fries,American,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
189,80,2023-01-02,12:35:38,113,Edamame,Asian,5.0,1,Jan,Monday,12,1,False,Budget (<$10)
190,80,2023-01-02,12:35:38,106,French Fries,American,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
191,81,2023-01-02,12:40:01,106,French Fries,American,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
192,82,2023-01-02,12:45:51,107,Orange Chicken,Asian,16.5,1,Jan,Monday,12,1,False,Premium ($15–20)
193,82,2023-01-02,12:45:51,102,Cheeseburger,American,13.95,1,Jan,Monday,12,1,False,Mid ($10–15)
194,82,2023-01-02,12:45:51,122,Chips & Salsa,Mexican,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
195,82,2023-01-02,12:45:51,132,Eggplant Parmesan,Italian,16.95,1,Jan,Monday,12,1,False,Premium ($15–20)
196,83,2023-01-02,12:53:27,105,Mac & Cheese,American,7.0,1,Jan,Monday,12,1,False,Budget (<$10)
197,84,2023-01-02,13:13:41,113,Edamame,Asian,5.0,1,Jan,Monday,13,1,False,Budget (<$10)
198,85,2023-01-02,13:34:49,108,Tofu Pad Thai,Asian,14.5,1,Jan,Monday,13,1,False,Mid ($10–15)
199,85,2023-01-02,13:34:49,108,Tofu Pad Thai,Asian,14.5,1,Jan,Monday,13,1,False,Mid ($10–15)
200,85,2023-01-02,13:34:49,117,Chicken Burrito,Mexican,12.95,1,Jan,Monday,13,1,False,Mid ($10–15)
201,85,2023-01-02,13:34:49,114,Potstickers,Asian,9.0,1,Jan,Monday,13,1,False,Budget (<$10)
202,86,2023-01-02,13:40:31,109,Korean Beef Bowl,Asian,17.95,1,Jan,Monday,13,1,False,Premium ($15–20)
203,87,2023-01-02,14:01:02,110,Pork Ramen,Asian,17.95,1,Jan,Monday,14,1,False,Premium ($15–20)
204,87,2023-01-02,14:01:02,129,Mushroom Ravioli,Italian,15.5,1,Jan,Monday,14,1,False,Premium ($15–20)
205,87,2023-01-02,14:01:02,123,Chips & Guacamole,Mexican,9.0,1,Jan,Monday,14,1,False,Budget (<$10)
206,87,2023-01-02,14:01:02,123,Chips & Guacamole,Mexican,9.0,1,Jan,Monday,14,1,False,Budget (<$10)
207,88,2023-01-02,14:10:08,124,Spaghetti,Italian,14.5,1,Jan,Monday,14,1,False,Mid ($10–15)
208,89,2023-01-02,14:30:19,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Monday,14,1,False,Mid ($10–15)
209,89,2023-01-02,14:30:19,106,French Fries,American,7.0,1,Jan,Monday,14,1,False,Budget (<$10)
210,90,2023-01-02,15:08:48,120,Steak Torta,Mexican,13.95,1,Jan,Monday,15,1,False,Mid ($10–15)
211,90,2023-01-02,15:08:48,106,French Fries,American,7.0,1,Jan,Monday,15,1,False,Budget (<$10)
212,91,2023-01-02,15:14:43,101,Hamburger,American,12.95,1,Jan,Monday,15,1,False,Mid ($10–15)
213,91,2023-01-02,15:14:43,104,Veggie Burger,American,10.5,1,Jan,Monday,15,1,False,Mid ($10–15)
214,91,2023-01-02,15:14:43,113,Edamame,Asian,5.0,1,Jan,Monday,15,1,False,Budget (<$10)
215,92,2023-01-02,15:17:02,101,Hamburger,American,12.95,1,Jan,Monday,15,1,False,Mid ($10–15)
216,92,2023-01-02,15:17:02,117,Chicken Burrito,Mexican,12.95,1,Jan,Monday,15,1,False,Mid ($10–15)
217,92,2023-01-02,15:17:02,117,Chicken Burrito,Mexican,12.95,1,Jan,Monday,15,1,False,Mid ($10–15)
218,92,2023-01-02,15:17:02,127,Meat Lasagna,Italian,17.95,1,Jan,Monday,15,1,False,Premium ($15–20)
219,92,2023-01-02,15:17:02,113,Edamame,Asian,5.0,1,Jan,Monday,15,1,False,Budget (<$10)
220,92,2023-01-02,15:17:02,118,Steak Burrito,Mexican,14.95,1,Jan,Monday,15,1,False,Mid ($10–15)
221,92,2023-01-02,15:17:02,131,Chicken Parmesan,Italian,17.95,1,Jan,Monday,15,1,False,Premium ($15–20)
222,92,2023-01-02,15:17:02,123,Chips & Guacamole,Mexican,9.0,1,Jan,Monday,15,1,False,Budget (<$10)
223,92,2023-01-02,15:17:02,114,Potstickers,Asian,9.0,1,Jan,Monday,15,1,False,Budget (<$10)
224,93,2023-01-02,15:29:31,120,Steak Torta,Mexican,13.95,1,Jan,Monday,15,1,False,Mid ($10–15)
225,94,2023-01-02,16:17:16,110,Pork Ramen,Asian,17.95,1,Jan,Monday,16,1,False,Premium ($15–20)
